,Year,Industry,Opened Licenses
85,2021,Secondhand Dealer - General,418
86,2021,Amusement Device Temporary,27
87,2021,Special Sale,4
88,2021,Auction House Premises,3
89,2021,Laundries,166
90,2021,Amusement Device Permanent,9
91,2021,Garage,112
92,2021,Debt Collection Agency,20
93,2021,Booting Company,2
94,2021,Home Improvement Contractor,1105
95,2021,Process Server Individual,53
96,2021,Secondhand Dealer - Auto,45
97,2021,Ticket Seller Business,1
98,2021,Electronic Cigarette Dealer,163
99,2021,Bingo Game Operator,2
100,2021,General Vendor,86
101,2021,Car Wash,17
102,2021,Employment Agency,35
103,2021,Stoop Line Stand,197
104,2021,Ticket Seller,65
105,2021,Pedicab Driver,81
106,2021,Parking Lot,19
107,2021,Garage and Parking Lot,8
108,2021,Dealer In Products,155
109,2021,Pawnbroker,26
110,2021,Pedicab Business,1
111,2021,Electronics Store,337
112,2021,Storage Warehouse,1
113,2021,Tobacco Retail Dealer,378
114,2021,Horse Drawn Cab Owner,3
115,2021,Games of Chance,1
116,2021,Scrap Metal Processor,10
117,2021,Amusement Device Portable,38
118,2021,Newsstand,14
119,2021,Sightseeing Guide,91
120,2021,Tow Truck Company,13
121,2021,Horse Drawn Driver,5
122,2021,Scale Dealer Repairer,2
123,2020,Ticket Seller,49
124,2020,Horse Drawn Driver,2
125,2020,Tow Truck Company,11
126,2020,Home Improvement Salesperson,303
127,2020,Scrap Metal Processor,4
128,2020,Process Serving Agency,8
129,2020,Car Wash,14
130,2020,Amusement Arcade,1
131,2020,Scale Dealer Repairer,1
132,2020,Special Sale,17
133,2020,Tobacco Retail Dealer,228
134,2020,Stoop Line Stand,205
135,2020,Parking Lot,18
136,2020,Storage Warehouse,3
137,2020,Locksmith,39
138,2020,Pedicab Driver,30
139,2020,Sidewalk Cafe,42
140,2020,Laundries,244
141,2020,Horse Drawn Cab Owner,1
142,2020,Newsstand,13
143,2020,General Vendor,46
144,2020,Auctioneer,9
145,2020,Garage and Parking Lot,19
146,2020,Process Server Individual,61
147,2020,Electronics Store,333
148,2020,Tow Truck Exemption,1
149,2020,Tow Truck Driver,97
150,2020,Games of Chance,3
151,2020,Electronic Cigarette Dealer,91
152,2020,Auction House Premises,2
153,2020,Sightseeing Guide,89
154,2020,Employment Agency,17
155,2020,Debt Collection Agency,15
156,2020,Amusement Device Permanent,4
157,2020,Pool or Billiard Room,1
158,2020,Pedicab Business,13
159,2020,Booting Company,1
160,2020,Pawnbroker,20
161,2020,Locksmith Apprentice,2
162,2020,Garage,87
163,2020,Electronic & Appliance Service,123
164,2020,Secondhand Dealer - Auto,30
165,2020,Secondhand Dealer - General,298
166,2020,Amusement Device Temporary,8
167,2020,Gaming Cafe,1
168,2020,Home Improvement Contractor,500
169,2020,Dealer In Products,109
170,2019,Laundries,353
171,2019,Dealer In Products,115
172,2019,Electronic Cigarette Dealer,133
173,2019,Tow Truck Driver,377
174,2019,Pedicab Business,30
175,2019,Bingo Game Operator,2
176,2019,Sidewalk Cafe,149
177,2019,Newsstand,30
178,2019,Process Server Individual,68
179,2019,Garage and Parking Lot,25
180,2019,Amusement Device Portable,38
181,2019,Special Sale,35
182,2019,Ticket Seller,472
183,2019,Amusement Device Temporary,80
184,2019,Garage,156
185,2019,Employment Agency,44
186,2019,General Vendor,251
187,2019,Auctioneer,17
188,2019,Gaming Cafe,2
189,2019,Secondhand Dealer - General,488
190,2019,Sightseeing Guide,374
191,2019,Auction House Premises,3
192,2019,Horse Drawn Driver,8
193,2019,General Vendor Distributor,1
194,2019,Pawnbroker,19
195,2019,Home Improvement Contractor,1277
196,2019,Parking Lot,26
197,2019,Pedicab Driver,348
198,2019,Tow Truck Company,39
199,2019,Scrap Metal Processor,3
200,2019,Booting Company,3
201,2019,Car Wash,35
202,2019,Locksmith Apprentice,1
203,2019,Electronics Store,521
204,2019,Home Improvement Salesperson,1325
205,2019,Games of Chance,5
206,2019,Process Serving Agency,11
207,2019,Sightseeing Bus,1
208,2019,Secondhand Dealer - Auto,44
209,2019,Electronic & Appliance Service,265
210,2019,Locksmith,126
211,2019,Ticket Seller Business,4
212,2019,Debt Collection Agency,14
213,2019,Amusement Arcade,3
214,2019,Tobacco Retail Dealer,332
215,2019,Storage Warehouse,8
216,2019,Amusement Device Permanent,44
217,2019,Stoop Line Stand,310
218,2019,Horse Drawn Cab Owner,8
219,2019,Pool or Billiard Room,9
220,2018,Debt Collection Agency,14
221,2018,Auctioneer,20
222,2018,Pedicab Business,29
223,2018,Electronic Cigarette Dealer,2979
224,2018,General Vendor,238
225,2018,Storage Warehouse,4
226,2018,Sightseeing Bus,4
227,2018,Bingo Game Operator,1
228,2018,Catering Establishment,1
229,2018,Stoop Line Stand,329
230,2018,Secondhand Dealer - Auto,51
231,2018,Locksmith,131
232,2018,Tow Truck Driver,309
233,2018,Car Wash,134
234,2018,Garage,103
235,2018,Amusement Arcade,1
236,2018,Amusement Device Temporary,76
237,2018,Horse Drawn Driver,16
238,2018,Home Improvement Salesperson,1269
239,2018,Pedicab Driver,274
240,2018,Newsstand,21
241,2018,Garage and Parking Lot,19
242,2018,Amusement Device Permanent,23
243,2018,Scale Dealer Repairer,2
244,2018,Sidewalk Cafe,175
245,2018,Pawnbroker,35
246,2018,Locksmith Apprentice,4
247,2018,Tow Truck Company,33
248,2018,Ticket Seller,516
249,2018,Home Improvement Contractor,1166
250,2018,Auction House Premises,6
251,2018,Process Server Individual,214
252,2018,Electronic & Appliance Service,334
253,2018,Dealer In Products,87
254,2018,Games of Chance,17
255,2018,Sightseeing Guide,319
256,2018,Tobacco Retail Dealer,1125
257,2018,Pool or Billiard Room,4
258,2018,Horse Drawn Cab Owner,6
259,2018,Amusement Device Portable,127
260,2018,Parking Lot,30
261,2018,Electronics Store,501
262,2018,Gaming Cafe,8
263,2018,Scrap Metal Processor,5
264,2018,Ticket Seller Business,3
265,2018,Special Sale,39
266,2018,Secondhand Dealer - General,489
267,2018,Employment Agency,43
268,2018,Laundries,1015
269,2018,Process Serving Agency,3
270,2017,Car Wash,6
271,2017,Auctioneer,26
272,2017,Tow Truck Driver,387
273,2017,Ticket Seller,763
274,2017,Home Improvement Contractor,1390
275,2017,Tobacco Retail Dealer,1341
276,2017,Special Sale,47
277,2017,Catering Establishment,6
278,2017,Amusement Device Portable,78
279,2017,Horse Drawn Cab Owner,6
280,2017,Tow Truck Company,55
281,2017,Auction House Premises,12
282,2017,Amusement Device Temporary,68
283,2017,Electronic & Appliance Service,338
284,2017,Debt Collection Agency,28
285,2017,Scale Dealer Repairer,3
286,2017,Locksmith,130
287,2017,Sightseeing Guide,277
288,2017,Garage and Parking Lot,22
289,2017,Sightseeing Bus,1
290,2017,Gaming Cafe,5
291,2017,Employment Agency,49
292,2017,Home Improvement Salesperson,1457
293,2017,Pool or Billiard Room,3
294,2017,Games of Chance,12
295,2017,Amusement Device Permanent,4
296,2017,Secondhand Dealer - Auto,68
297,2017,Laundry Jobber,2
298,2017,Cabaret,9
299,2017,Newsstand,14
300,2017,Horse Drawn Driver,10
301,2017,Pawnbroker,31
302,2017,Secondhand Dealer - General,625
303,2017,Process Serving Agency,8
304,2017,Process Server Individual,87
305,2017,Pedicab Driver,330
306,2017,Parking Lot,43
307,2017,Ticket Seller Business,1
308,2017,Laundries,3032
309,2017,Scrap Metal Processor,7
310,2017,General Vendor,231
311,2017,Garage,127
312,2017,Laundry,6
313,2017,Storage Warehouse,1
314,2017,Dealer In Products,105
315,2017,Sidewalk Cafe,220
316,2017,Pedicab Business,18
317,2017,Locksmith Apprentice,6
318,2017,Stoop Line Stand,334
319,2017,Booting Company,2
320,2017,Electronics Store,862
321,2016,Laundry,232
322,2016,Scrap Metal Processor,5
323,2016,Gaming Cafe,9
324,2016,Scale Dealer Repairer,1
325,2016,Amusement Device Portable,46
326,2016,Home Improvement Contractor,1221
327,2016,Horse Drawn Cab Owner,5
328,2016,Tow Truck Company,61
329,2016,Locksmith,115
330,2016,Pawnbroker,37
331,2016,Auction House Premises,5
332,2016,Debt Collection Agency,35
333,2016,Tow Truck Exemption,1
334,2016,Secondhand Dealer - Auto,68
335,2016,Games of Chance,9
336,2016,Ticket Seller,1207
337,2016,Tobacco Retail Dealer,1350
338,2016,Tow Truck Driver,336
339,2016,Electronic & Appliance Service,402
340,2016,Pedicab Business,53
341,2016,Newsstand,7
342,2016,Electronics Store,730
343,2016,Auctioneer,32
344,2016,Booting Company,1
345,2016,Garage,98
346,2016,Process Serving Agency,10
347,2016,Dealer In Products,78
348,2016,Home Improvement Salesperson,1278
349,2016,Amusement Device Permanent,8
350,2016,Secondhand Dealer - General,627
351,2016,Process Server Individual,124
352,2016,Sightseeing Guide,329
353,2016,Pedicab Driver,365
354,2016,Pool or Billiard Room,11
355,2016,Amusement Arcade,2
356,2016,Parking Lot,24
357,2016,Garage and Parking Lot,18
358,2016,Bingo Game Operator,1
359,2016,Sightseeing Bus,2
360,2016,General Vendor,268
361,2016,Sidewalk Cafe,217
362,2016,Amusement Device Temporary,81
363,2016,Laundry Jobber,200
364,2016,Cabaret,13
365,2016,Horse Drawn Driver,14
366,2016,Special Sale,39
367,2016,Locksmith Apprentice,2
368,2016,Motion Picture Projectionist,7
369,2016,Employment Agency,67
370,2016,Storage Warehouse,1
371,2016,Stoop Line Stand,395
372,2015,Amusement Arcade,4
373,2015,Tow Truck Driver,498
374,2015,Pedicab Business,78
375,2015,Gaming Cafe,2
376,2015,Amusement Device Permanent,20
377,2015,Bingo Game Operator,1
378,2015,Secondhand Dealer - Firearms,2
379,2015,Laundry Jobber,156
380,2015,Commercial Lessor,1
381,2015,Sightseeing Guide,293
382,2015,Auctioneer,22
383,2015,Storage Warehouse,5
384,2015,Process Server Individual,90
385,2015,Special Sale,44
386,2015,Amusement Device Temporary,76
387,2015,Process Serving Agency,8
388,2015,Pool or Billiard Room,6
389,2015,Motion Picture Projectionist,14
390,2015,Electronics Store,1064
391,2015,Employment Agency,40
392,2015,Tow Truck Company,70
393,2015,Horse Drawn Driver,11
394,2015,Home Improvement Contractor,1491
395,2015,Catering Establishment,4
396,2015,Secondhand Dealer - Auto,90
397,2015,Booting Company,1
398,2015,Parking Lot,44
399,2015,Locksmith Apprentice,4
400,2015,Scrap Metal Processor,9
401,2015,Tobacco Retail Dealer,1558
402,2015,Garage,133
403,2015,Garage and Parking Lot,45
404,2015,General Vendor,372
405,2015,Games of Chance,16
406,2015,Amusement Device Portable,108
407,2015,Electronic & Appliance Service,418
408,2015,Stoop Line Stand,383
409,2015,Sidewalk Cafe,212
410,2015,Home Improvement Salesperson,1567
411,2015,Dealer In Products,62
412,2015,Horse Drawn Cab Owner,6
413,2015,Pawnbroker,37
414,2015,Newsstand,11
415,2015,Debt Collection Agency,19
416,2015,Tow Truck Exemption,1
417,2015,Auction House Premises,6
418,2015,Locksmith,124
419,2015,Pedicab Driver,289
420,2015,Cabaret,19
421,2015,Secondhand Dealer - General,739
422,2015,Sightseeing Bus,1
423,2015,Laundry,251
424,2014,Debt Collection Agency,19
425,2014,Stoop Line Stand,460
426,2014,Secondhand Dealer - General,819
427,2014,Sightseeing Bus,4
428,2014,Catering Establishment,9
429,2014,Amusement Arcade,2
430,2014,Amusement Device Permanent,8
431,2014,Home Improvement Salesperson,1441
432,2014,Process Serving Agency,4
433,2014,Garage,93
434,2014,Amusement Device Temporary,58
435,2014,General Vendor,390
436,2014,Cabaret,26
437,2014,Secondhand Dealer - Firearms,2
438,2014,Electronic & Appliance Service,440
439,2014,Pawnbroker,62
440,2014,Laundry,243
441,2014,Employment Agency,64
442,2014,Laundry Jobber,218
443,2014,Tobacco Retail Dealer,1552
444,2014,Tow Truck Company,74
445,2014,Pedicab Business,38
446,2014,Amusement Device Portable,49
447,2014,Pedicab Driver,342
448,2014,Scale Dealer Repairer,1
449,2014,Bingo Game Operator,7
450,2014,Home Improvement Contractor,1451
451,2014,Garage and Parking Lot,25
452,2014,Auctioneer,27
453,2014,Secondhand Dealer - Auto,101
454,2014,Special Sale,57
455,2014,Locksmith,122
456,2014,Games of Chance,31
457,2014,Process Server Individual,119
458,2014,Auction House Premises,7
459,2014,Sightseeing Guide,334
460,2014,Dealer In Products,80
461,2014,Newsstand,11
462,2014,Pool or Billiard Room,5
463,2014,Electronics Store,713
464,2014,Booting Company,1
465,2014,Locksmith Apprentice,5
466,2014,Horse Drawn Cab Owner,5
467,2014,Sidewalk Cafe,203
468,2014,Motion Picture Projectionist,5
469,2014,Tow Truck Exemption,3
470,2014,Tow Truck Driver,353
471,2014,Horse Drawn Driver,13
472,2014,Gaming Cafe,9
473,2014,Parking Lot,35
474,2014,Scrap Metal Processor,8
475,2014,Storage Warehouse,2
476,2014,General Vendor Distributor,2
477,2013,Tobacco Retail Dealer,1562
478,2013,Parking Lot,68
479,2013,Electronic & Appliance Service,365
480,2013,Bingo Game Operator,55
481,2013,Storage Warehouse,3
482,2013,Employment Agency,40
483,2013,Motion Picture Projectionist,38
484,2013,Cabaret,23
485,2013,Amusement Device Temporary,51
486,2013,Sidewalk Cafe,175
487,2013,Tow Truck Exemption,6
488,2013,Electronics Store,776
489,2013,Process Server Individual,107
490,2013,Dealer In Products,105
491,2013,Special Sale,70
492,2013,Auctioneer,30
493,2013,Horse Drawn Cab Owner,4
494,2013,Process Serving Agency,13
495,2013,Auction House Premises,9
496,2013,Home Improvement Salesperson,1748
497,2013,Debt Collection Agency,29
498,2013,Catering Establishment,10
499,2013,Stoop Line Stand,439
500,2013,Gaming Cafe,14
501,2013,Secondhand Dealer - General,1142
502,2013,Sightseeing Bus,11
503,2013,Laundry Jobber,181
504,2013,Booting Company,1
505,2013,Scale Dealer Repairer,2
506,2013,Secondhand Dealer - Firearms,3
507,2013,Scrap Metal Processor,7
508,2013,Laundry,276
509,2013,Garage and Parking Lot,15
510,2013,Amusement Device Portable,82
511,2013,General Vendor,518
512,2013,Locksmith Apprentice,5
513,2013,Pool or Billiard Room,9
514,2013,Pedicab Driver,444
515,2013,Amusement Device Permanent,10
516,2013,Home Improvement Contractor,1899
517,2013,Games of Chance,21
518,2013,Garage,234
519,2013,Amusement Arcade,4
520,2013,Tow Truck Company,123
521,2013,Pedicab Business,71
522,2013,Pawnbroker,97
523,2013,General Vendor Distributor,1
524,2013,Secondhand Dealer - Auto,98
525,2013,Newsstand,26
526,2013,Sightseeing Guide,275
527,2013,Locksmith,131
528,2013,Horse Drawn Driver,8
529,2013,Tow Truck Driver,456
530,2012,Scale Dealer Repairer,5
531,2012,Debt Collection Agency,28
532,2012,Auctioneer,31
533,2012,Games of Chance,45
534,2012,Electronics Store,696
535,2012,Amusement Device Temporary,73
536,2012,Secondhand Dealer - Auto,93
537,2012,Tow Truck Driver,389
538,2012,Auction House Premises,6
539,2012,Storage Warehouse,6
540,2012,General Vendor,530
541,2012,Process Serving Agency,21
542,2012,Sidewalk Cafe,181
543,2012,Secondhand Dealer - Firearms,1
544,2012,Cabaret,68
545,2012,Pool or Billiard Room,13
546,2012,Locksmith,130
547,2012,Motion Picture Projectionist,19
548,2012,Stoop Line Stand,509
549,2012,Garage,67
550,2012,Commercial Lessor,1
551,2012,Special Sale,43
552,2012,Catering Establishment,27
553,2012,Scrap Metal Processor,13
554,2012,Sightseeing Guide,282
555,2012,Sightseeing Bus,7
556,2012,Amusement Device Permanent,34
557,2012,Employment Agency,63
558,2012,Electronic & Appliance Service,395
559,2012,Parking Lot,52
560,2012,Pawnbroker,143
561,2012,Newsstand,25
562,2012,Secondhand Dealer - General,1082
563,2012,Tow Truck Company,366
564,2012,Horse Drawn Driver,12
565,2012,Locksmith Apprentice,6
566,2012,Laundry,331
567,2012,Home Improvement Salesperson,1591
568,2012,Pedicab Driver,659
569,2012,Amusement Arcade,12
570,2012,Gaming Cafe,44
571,2012,Horse Drawn Cab Owner,2
572,2012,Dealer In Products,87
573,2012,Process Server Individual,232
574,2012,Home Improvement Contractor,1482
575,2012,Pedicab Business,182
576,2012,Amusement Device Portable,96
577,2012,Bingo Game Operator,37
578,2012,Garage and Parking Lot,11
579,2012,Tow Truck Exemption,11
580,2012,General Vendor Distributor,2
581,2012,Laundry Jobber,265
582,2012,Tobacco Retail Dealer,1845
583,2011,Laundry Jobber,216
584,2011,Motion Picture Projectionist,27
585,2011,Locksmith Apprentice,1
586,2011,Auction House Premises,7
587,2011,Games of Chance,11
588,2011,Catering Establishment,4
589,2011,Amusement Device Permanent,12
590,2011,Employment Agency,57
591,2011,Auctioneer,28
592,2011,Garage and Parking Lot,7
593,2011,Parking Lot,75
594,2011,Sidewalk Cafe,165
595,2011,Horse Drawn Driver,9
596,2011,Dealer In Products,125
597,2011,Home Improvement Contractor,1684
598,2011,Scrap Metal Processor,12
599,2011,Gaming Cafe,17
600,2011,Newsstand,15
601,2011,Home Improvement Salesperson,1645
602,2011,Pedicab Driver,703
603,2011,Electronics Store,872
604,2011,Cabaret,15
605,2011,Scale Dealer Repairer,2
606,2011,General Vendor Distributor,4
607,2011,Stoop Line Stand,451
608,2011,General Vendor,379
609,2011,Pedicab Business,40
610,2011,Debt Collection Agency,44
611,2011,Pawnbroker,134
612,2011,Process Serving Agency,11
613,2011,Secondhand Dealer - Firearms,3
614,2011,Amusement Device Temporary,87
615,2011,Bingo Game Operator,5
616,2011,Tow Truck Exemption,7
617,2011,Amusement Device Portable,68
618,2011,Sightseeing Guide,232
619,2011,Garage,149
620,2011,Sightseeing Bus,2
621,2011,Booting Company,1
622,2011,Secondhand Dealer - General,1341
623,2011,Laundry,288
624,2011,Horse Drawn Cab Owner,2
625,2011,Special Sale,65
626,2011,Secondhand Dealer - Auto,103
627,2011,Tow Truck Driver,451
628,2011,Tobacco Retail Dealer,1730
629,2011,Pool or Billiard Room,8
630,2011,Storage Warehouse,12
631,2011,Process Server Individual,61
632,2011,Locksmith,145
633,2011,Tow Truck Company,36
634,2011,Amusement Arcade,3
635,2011,Electronic & Appliance Service,336
636,2010,Electronics Store,678
637,2010,Newsstand,47
638,2010,Tow Truck Driver,462
639,2010,Garage,105
640,2010,Process Serving Agency,16
641,2010,Amusement Device Temporary,70
642,2010,Storage Warehouse,2
643,2010,Tobacco Retail Dealer,1736
644,2010,Gaming Cafe,13
645,2010,Bingo Game Operator,2
646,2010,Dealer In Products,131
647,2010,Cabaret,41
648,2010,Locksmith Apprentice,6
649,2010,Games of Chance,10
650,2010,Amusement Device Portable,82
651,2010,Sightseeing Guide,224
652,2010,General Vendor,443
653,2010,Motion Picture Projectionist,127
654,2010,Garage and Parking Lot,4
655,2010,Home Improvement Contractor,1203
656,2010,Laundry,363
657,2010,Auction House Premises,5
658,2010,Sidewalk Cafe,185
659,2010,Scale Dealer Repairer,7
660,2010,Booting Company,1
661,2010,Secondhand Dealer - Firearms,1
662,2010,Pedicab Business,14
663,2010,Special Sale,70
664,2010,Laundry Jobber,256
665,2010,Pawnbroker,107
666,2010,Tow Truck Exemption,11
667,2010,Electronic & Appliance Service,308
668,2010,Amusement Device Permanent,24
669,2010,Auctioneer,13
670,2010,Sightseeing Bus,5
671,2010,Debt Collection Agency,50
672,2010,Employment Agency,77
673,2010,Home Improvement Salesperson,1199
674,2010,General Vendor Distributor,2
675,2010,Tow Truck Company,84
676,2010,Parking Lot,72
677,2010,Process Server Individual,274
678,2010,Pool or Billiard Room,7
679,2010,Pedicab Driver,948
680,2010,Amusement Arcade,8
681,2010,Locksmith,118
682,2010,Secondhand Dealer - Auto,102
683,2010,Horse Drawn Cab Owner,14
684,2010,Scrap Metal Processor,6
685,2010,Secondhand Dealer - General,1001
686,2010,Catering Establishment,17
687,2010,Stoop Line Stand,553
688,2010,Horse Drawn Driver,8
689,2009,Parking Lot,75
690,2009,Pedicab Business,33
691,2009,Laundry Jobber,199
692,2009,Tow Truck Company,25
693,2009,Stoop Line Stand,466
694,2009,Pedicab Driver,288
695,2009,Sightseeing Bus,2
696,2009,Amusement Arcade,1
697,2009,Home Improvement Salesperson,1419
698,2009,Cabaret,15
699,2009,Auction House Premises,3
700,2009,Tobacco Retail Dealer,1788
701,2009,Amusement Device Permanent,4
702,2009,Pawnbroker,58
703,2009,Sidewalk Cafe,149
704,2009,Tow Truck Driver,468
705,2009,Gaming Cafe,8
706,2009,General Vendor Distributor,1
707,2009,Pool or Billiard Room,12
708,2009,Motion Picture Projectionist,41
709,2009,Newsstand,30
710,2009,Auctioneer,17
711,2009,Secondhand Dealer - General,913
712,2009,Games of Chance,11
713,2009,Tow Truck Exemption,4
714,2009,Scrap Metal Processor,6
715,2009,Locksmith,109
716,2009,Dealer In Products,326
717,2009,Process Serving Agency,23
718,2009,Garage,169
719,2009,Special Sale,78
720,2009,Secondhand Dealer - Auto,120
721,2009,Locksmith Apprentice,4
722,2009,General Vendor,375
723,2009,Sightseeing Guide,278
724,2009,Booting Company,1
725,2009,Electronic & Appliance Service,222
726,2009,Laundry,313
727,2009,Amusement Device Temporary,87
728,2009,Process Server Individual,354
729,2009,Employment Agency,46
730,2009,Catering Establishment,6
731,2009,Scale Dealer Repairer,2
732,2009,Storage Warehouse,4
733,2009,Debt Collection Agency,96
734,2009,Bingo Game Operator,12
735,2009,Amusement Device Portable,8
736,2009,Home Improvement Contractor,1727
737,2009,Electronics Store,935
738,2009,Garage and Parking Lot,6
739,2009,Horse Drawn Cab Owner,8
740,2009,Horse Drawn Driver,13
741,2008,Secondhand Dealer - Auto,104
742,2008,Process Serving Agency,18
743,2008,Laundry,395
744,2008,General Vendor Distributor,1
745,2008,Horse Drawn Cab Owner,12
746,2008,Parking Lot,68
747,2008,Electronics Store,561
748,2008,General Vendor,597
749,2008,Storage Warehouse,2
750,2008,Commercial Lessor,1
751,2008,Tobacco Retail Dealer,1895
752,2008,Dealer In Products,77
753,2008,Bingo Game Operator,18
754,2008,Garage,92
755,2008,Catering Establishment,7
756,2008,Amusement Device Portable,37
757,2008,Process Server Individual,248
758,2008,Home Improvement Salesperson,1661
759,2008,Amusement Device Permanent,43
760,2008,Pool or Billiard Room,8
761,2008,Cabaret,14
762,2008,Auctioneer,11
763,2008,Horse Drawn Driver,10
764,2008,Employment Agency,47
765,2008,Home Improvement Contractor,1718
766,2008,Locksmith,116
767,2008,Amusement Arcade,2
768,2008,Debt Collection Agency,28
769,2008,Scrap Metal Processor,14
770,2008,Motion Picture Projectionist,69
771,2008,Auction House Premises,5
772,2008,Pawnbroker,47
773,2008,Games of Chance,8
774,2008,Sightseeing Bus,3
775,2008,Tow Truck Exemption,20
776,2008,Garage and Parking Lot,4
777,2008,Newsstand,21
778,2008,Sightseeing Guide,254
779,2008,Laundry Jobber,246
780,2008,Secondhand Dealer - General,664
781,2008,Special Sale,75
782,2008,Amusement Device Temporary,72
783,2008,Tow Truck Driver,401
784,2008,Stoop Line Stand,383
785,2008,Sidewalk Cafe,175
786,2008,Electronic & Appliance Service,235
787,2008,Scale Dealer Repairer,3
788,2008,Gaming Cafe,5
789,2008,Locksmith Apprentice,1
790,2008,Tow Truck Company,147
791,2007,Sidewalk Cafe,262
792,2007,Home Improvement Contractor,2148
793,2007,Parking Lot,80
794,2007,Stoop Line Stand,310
795,2007,Horse Drawn Driver,21
796,2007,Tow Truck Driver,457
797,2007,Locksmith,104
798,2007,Garage and Parking Lot,10
799,2007,Pedicab Business,2
800,2007,Secondhand Dealer - General,700
801,2007,Motion Picture Projectionist,24
802,2007,Tow Truck Company,22
803,2007,Electronics Store,650
804,2007,Dealer In Products,69
805,2007,Sightseeing Bus,2
806,2007,General Vendor Distributor,1
807,2007,Pool or Billiard Room,13
808,2007,Scale Dealer Repairer,2
809,2007,Sightseeing Guide,159
810,2007,Tobacco Retail Dealer,1881
811,2007,Catering Establishment,2
812,2007,Auction House Premises,5
813,2007,Gaming Cafe,9
814,2007,Bingo Game Operator,18
815,2007,Special Sale,74
816,2007,Laundry Jobber,195
817,2007,Amusement Device Portable,90
818,2007,Process Serving Agency,19
819,2007,Employment Agency,64
820,2007,Debt Collection Agency,29
821,2007,Amusement Device Permanent,31
822,2007,Laundry,376
823,2007,Garage,110
824,2007,Storage Warehouse,5
825,2007,Locksmith Apprentice,5
826,2007,Auctioneer,22
827,2007,Commercial Lessor,1
828,2007,Games of Chance,11
829,2007,Electronic & Appliance Service,223
830,2007,Amusement Arcade,2
831,2007,Booting Company,1
832,2007,Scrap Metal Processor,11
833,2007,Newsstand,11
834,2007,Secondhand Dealer - Auto,131
835,2007,Pedicab Driver,144
836,2007,Cabaret,20
837,2007,Home Improvement Salesperson,1885
838,2007,Amusement Device Temporary,74
839,2007,General Vendor,573
840,2007,Pawnbroker,39
841,2007,Process Server Individual,292
842,2007,Horse Drawn Cab Owner,1
843,2007,Tow Truck Exemption,7
844,2006,Games of Chance,10
845,2006,Tobacco Retail Dealer,2192
846,2006,Amusement Device Temporary,73
847,2006,Scale Dealer Repairer,3
848,2006,Secondhand Dealer - General,591
849,2006,Pawnbroker,29
850,2006,Tow Truck Driver,260
851,2006,Secondhand Dealer - Auto,137
852,2006,Cabaret,94
