1544,White only,61959,0,0,0,0,53023,8936,0,19,march,Manhattan,Arts/Design/Entertainment/Sports/Media
1545,Black only,2943,0,0,0,0,2943,0,0,19,march,Manhattan,Arts/Design/Entertainment/Sports/Media
1547,Asian only,17071,0,0,0,0,13418,3653,0,19,march,Manhattan,Arts/Design/Entertainment/Sports/Media
1551,White-Asian,4901,0,0,0,0,4901,0,0,19,march,Manhattan,Arts/Design/Entertainment/Sports/Media
1571,White only,47006,0,0,0,3373,34922,8711,0,19,march,Manhattan,Healthcare Practioner
1574,Asian only,11252,0,0,3508,0,7744,0,0,19,march,Manhattan,Healthcare Practioner
1598,White only,3074,0,0,0,0,3074,0,0,19,march,Manhattan,Healthcare Support
1625,White only,9841,0,5492,0,0,4349,0,0,19,march,Manhattan,Protective Services
1652,White only,4813,0,0,0,0,4813,0,0,19,march,Manhattan,Food Preparation/Serving
1655,Asian only,20313,0,0,0,0,20313,0,0,19,march,Manhattan,Food Preparation/Serving
1679,White only,3049,0,0,0,0,3049,0,0,19,march,Manhattan,Building Cleaning/Maitenance
1683,Hawaiian/Pacific Islander Only,3616,0,0,0,0,3616,0,0,19,march,Manhattan,Building Cleaning/Maitenance
1706,White only,17259,0,0,0,4718,9572,2969,0,19,march,Manhattan,Personal Care
1707,Black only,8569,0,0,0,0,3439,5130,0,19,march,Manhattan,Personal Care
1733,White only,77172,0,0,0,0,61705,15467,0,19,march,Manhattan,Sales
1734,Black only,6522,0,0,0,0,6522,0,0,19,march,Manhattan,Sales
1738,White-Black,4688,0,0,0,0,4688,0,0,19,march,Manhattan,Sales
1760,White only,62499,0,0,7221,3528,51750,0,0,19,march,Manhattan,Officee and Administrative
1761,Black only,6547,0,3239,0,3308,0,0,0,19,march,Manhattan,Officee and Administrative
1814,White only,6965,0,0,0,0,6965,0,0,19,march,Manhattan,Construction
1841,White only,7615,0,0,0,0,3314,4301,0,19,march,Manhattan,Installation/Maitenance/Repair
1868,White only,8963,0,0,0,0,8963,0,0,19,march,Manhattan,Production
1895,White only,7669,0,0,0,0,4143,3526,0,19,march,Manhattan,Transportation
1950,White only,251130,251130,0,0,0,0,0,0,19,march,Queens,No Category
1951,Black only,166193,166193,0,0,0,0,0,0,19,march,Queens,No Category
1953,Asian only,194130,194130,0,0,0,0,0,0,19,march,Queens,No Category
1977,White only,21337,0,0,0,0,17685,3652,0,19,march,Queens,Management
1978,Black only,16864,0,0,0,4908,11956,0,0,19,march,Queens,Management
1980,Asian only,24404,0,0,0,0,24404,0,0,19,march,Queens,Management
2004,White only,11068,0,0,0,0,6975,4093,0,19,march,Queens,Business/Finance
2005,Black only,8058,0,0,0,0,8058,0,0,19,march,Queens,Business/Finance
2007,Asian only,28180,0,0,0,0,28180,0,0,19,march,Queens,Business/Finance
2031,White only,8788,0,0,0,0,8788,0,0,19,march,Queens,Computer/Math/Science
2032,Black only,4768,0,0,0,0,4768,0,0,19,march,Queens,Computer/Math/Science
2034,Asian only,13305,0,0,0,0,13305,0,0,19,march,Queens,Computer/Math/Science
2059,Black only,4045,0,0,4045,0,0,0,0,19,march,Queens,Architecture/Engineering
2112,White only,14135,0,0,0,3557,10578,0,0,19,march,Queens,Community
2113,Black only,15352,0,0,0,11350,4002,0,0,19,march,Queens,Community
2115,Asian only,3895,0,0,0,0,3895,0,0,19,march,Queens,Community
2139,White only,23571,0,0,0,0,23571,0,0,19,march,Queens,Legal
2142,Asian only,13203,0,0,0,0,13203,0,0,19,march,Queens,Legal
2166,White only,26111,0,0,4264,6679,15168,0,0,19,march,Queens,Education/Training/Library
2169,Asian only,12883,0,0,0,4516,8367,0,0,19,march,Queens,Education/Training/Library
2193,White only,29793,0,0,0,0,25141,4652,0,19,march,Queens,Arts/Design/Entertainment/Sports/Media
2194,Black only,12977,0,0,0,0,12977,0,0,19,march,Queens,Arts/Design/Entertainment/Sports/Media
2196,Asian only,12574,0,0,0,0,12574,0,0,19,march,Queens,Arts/Design/Entertainment/Sports/Media
2220,White only,4740,0,0,0,0,4740,0,0,19,march,Queens,Healthcare Practioner
2221,Black only,11264,0,0,0,7536,3728,0,0,19,march,Queens,Healthcare Practioner
2223,Asian only,14259,0,0,0,0,14259,0,0,19,march,Queens,Healthcare Practioner
2247,White only,7534,0,0,0,2951,4583,0,0,19,march,Queens,Healthcare Support
2248,Black only,18222,0,0,0,0,18222,0,0,19,march,Queens,Healthcare Support
2250,Asian only,10236,0,0,0,0,10236,0,0,19,march,Queens,Healthcare Support
2274,White only,3395,0,3395,0,0,0,0,0,19,march,Queens,Protective Services
2275,Black only,2967,0,0,0,0,2967,0,0,19,march,Queens,Protective Services
2301,White only,43436,0,0,3878,0,35701,3857,0,19,march,Queens,Food Preparation/Serving
2302,Black only,18167,0,0,0,0,18167,0,0,19,march,Queens,Food Preparation/Serving
2304,Asian only,36658,0,7495,0,0,29163,0,0,19,march,Queens,Food Preparation/Serving
2328,White only,39528,0,0,0,3711,22726,13091,0,19,march,Queens,Building Cleaning/Maitenance
2355,White only,31591,0,0,0,0,17295,14296,0,19,march,Queens,Personal Care
2356,Black only,19571,0,0,0,0,16332,3239,0,19,march,Queens,Personal Care
2358,Asian only,41899,0,0,0,0,41899,0,0,19,march,Queens,Personal Care
2382,White only,20336,0,0,0,0,16684,3652,0,19,march,Queens,Sales
2383,Black only,38570,0,0,0,0,38570,0,0,19,march,Queens,Sales
2385,Asian only,32625,0,0,0,0,23085,9540,0,19,march,Queens,Sales
2409,White only,62296,0,3826,0,10727,47743,0,0,19,march,Queens,Officee and Administrative
2410,Black only,14090,0,0,0,3331,10759,0,0,19,march,Queens,Officee and Administrative
2412,Asian only,30968,0,0,0,0,30968,0,0,19,march,Queens,Officee and Administrative
2463,White only,64200,0,0,0,0,60297,3903,0,19,march,Queens,Construction
2464,Black only,8970,0,0,0,3804,5166,0,0,19,march,Queens,Construction
2466,Asian only,12062,0,0,0,4357,7705,0,0,19,march,Queens,Construction
2490,White only,20998,0,0,0,0,20998,0,0,19,march,Queens,Installation/Maitenance/Repair
2491,Black only,13902,0,0,0,3171,10731,0,0,19,march,Queens,Installation/Maitenance/Repair
2492,"American Indian, Alaskan Native Only",5457,0,0,0,5457,0,0,0,19,march,Queens,Installation/Maitenance/Repair
2493,Asian only,11666,0,0,0,8900,2766,0,0,19,march,Queens,Installation/Maitenance/Repair
2517,White only,31602,0,0,3558,0,28044,0,0,19,march,Queens,Production
2518,Black only,4508,0,0,0,0,4508,0,0,19,march,Queens,Production
2544,White only,21702,0,0,4466,12758,0,4478,0,19,march,Queens,Transportation
2545,Black only,24483,0,0,0,0,24483,0,0,19,march,Queens,Transportation
2547,Asian only,36260,0,0,0,0,29105,7155,0,19,march,Queens,Transportation
2599,White only,107984,107984,0,0,0,0,0,0,19,march,Staten Island,No Category
2600,Black only,10053,10053,0,0,0,0,0,0,19,march,Staten Island,No Category
2602,Asian only,4375,4375,0,0,0,0,0,0,19,march,Staten Island,No Category
2626,White only,18922,0,0,0,0,18922,0,0,19,march,Staten Island,Management
2653,White only,2975,0,0,0,0,2975,0,0,19,march,Staten Island,Business/Finance
2654,Black only,3577,0,0,0,3577,0,0,0,19,march,Staten Island,Business/Finance
2680,White only,7781,0,0,0,0,7781,0,0,19,march,Staten Island,Computer/Math/Science
2707,White only,4231,0,0,0,4231,0,0,0,19,march,Staten Island,Architecture/Engineering
2761,White only,2975,0,0,0,2975,0,0,0,19,march,Staten Island,Community
2815,White only,40926,0,0,0,21106,19820,0,0,19,march,Staten Island,Education/Training/Library
2842,White only,3585,0,0,0,0,3585,0,0,19,march,Staten Island,Arts/Design/Entertainment/Sports/Media
2869,White only,9662,0,0,0,0,9662,0,0,19,march,Staten Island,Healthcare Practioner
2923,White only,4143,0,0,0,0,4143,0,0,19,march,Staten Island,Protective Services
2950,White only,4211,0,0,0,0,4211,0,0,19,march,Staten Island,Food Preparation/Serving
2977,White only,2901,0,0,0,0,2901,0,0,19,march,Staten Island,Building Cleaning/Maitenance
3004,White only,9057,0,0,0,0,9057,0,0,19,march,Staten Island,Personal Care
3031,White only,24148,0,0,0,0,20285,3863,0,19,march,Staten Island,Sales
3032,Black only,3905,0,0,0,0,3905,0,0,19,march,Staten Island,Sales
3058,White only,33137,0,0,0,0,33137,0,0,19,march,Staten Island,Officee and Administrative
3059,Black only,4292,0,0,0,0,4292,0,0,19,march,Staten Island,Officee and Administrative
3112,White only,17727,0,0,0,0,7278,10449,0,19,march,Staten Island,Construction
3139,White only,8825,0,0,0,0,8825,0,0,19,march,Staten Island,Installation/Maitenance/Repair
3166,White only,6870,0,0,0,0,6870,0,0,19,march,Staten Island,Production
3193,White only,12071,0,0,0,3279,8792,0,0,19,march,Staten Island,Transportation
3199,White-AI,4243,0,0,0,0,4243,0,0,19,march,Staten Island,Transportation
3,White only,226471,226471,0,0,0,0,0,0,19,april,The Bronx,No Category
4,Black only,239003,239003,0,0,0,0,0,0,19,april,The Bronx,No Category
5,"American Indian, Alaskan Native Only",32577,32577,0,0,0,0,0,0,19,april,The Bronx,No Category
6,Asian only,33340,33340,0,0,0,0,0,0,19,april,The Bronx,No Category
30,White only,46555,0,0,0,0,46555,0,0,19,april,The Bronx,Management
31,Black only,35910,0,0,0,6163,29747,0,0,19,april,The Bronx,Management
84,White only,12453,0,0,0,0,12453,0,0,19,april,The Bronx,Computer/Math/Science
86,"American Indian, Alaskan Native Only",6128,0,0,0,0,6128,0,0,19,april,The Bronx,Computer/Math/Science
138,White only,5638,0,0,0,0,5638,0,0,19,april,The Bronx,Life/Physical/Social
165,White only,7749,0,0,0,0,7749,0,0,19,april,The Bronx,Community
166,Black only,4946,0,0,0,0,4946,0,0,19,april,The Bronx,Community
219,White only,31415,0,0,6858,13091,11466,0,0,19,april,The Bronx,Education/Training/Library
220,Black only,16780,0,0,0,4619,12161,0,0,19,april,The Bronx,Education/Training/Library
221,"American Indian, Alaskan Native Only",5291,0,0,0,0,5291,0,0,19,april,The Bronx,Education/Training/Library
246,White only,3795,0,0,0,0,3795,0,0,19,april,The Bronx,Arts/Design/Entertainment/Sports/Media
273,White only,7639,0,0,0,2974,4665,0,0,19,april,The Bronx,Healthcare Practioner
274,Black only,4313,0,0,0,0,4313,0,0,19,april,The Bronx,Healthcare Practioner
300,White only,3660,0,0,0,0,3660,0,0,19,april,The Bronx,Healthcare Support
301,Black only,37162,0,0,0,0,37162,0,0,19,april,The Bronx,Healthcare Support
327,White only,4565,0,0,0,4565,0,0,0,19,april,The Bronx,Protective Services
328,Black only,8578,0,0,4855,3723,0,0,0,19,april,The Bronx,Protective Services
329,"American Indian, Alaskan Native Only",5867,0,0,0,0,5867,0,0,19,april,The Bronx,Protective Services
330,Asian only,3042,0,0,0,3042,0,0,0,19,april,The Bronx,Protective Services
354,White only,8480,0,0,0,2823,5657,0,0,19,april,The Bronx,Food Preparation/Serving
355,Black only,16294,0,0,0,0,16294,0,0,19,april,The Bronx,Food Preparation/Serving
356,"American Indian, Alaskan Native Only",19346,0,0,0,0,19346,0,0,19,april,The Bronx,Food Preparation/Serving
357,Asian only,8511,0,0,0,0,8511,0,0,19,april,The Bronx,Food Preparation/Serving
381,White only,13047,0,0,0,0,13047,0,0,19,april,The Bronx,Building Cleaning/Maitenance
382,Black only,20108,0,0,0,0,20108,0,0,19,april,The Bronx,Building Cleaning/Maitenance
408,White only,8066,0,0,0,0,0,8066,0,19,april,The Bronx,Personal Care
409,Black only,31990,0,0,0,0,27446,4544,0,19,april,The Bronx,Personal Care
410,"American Indian, Alaskan Native Only",17000,0,0,0,5243,5705,6052,0,19,april,The Bronx,Personal Care
435,White only,37337,0,0,0,0,37337,0,0,19,april,The Bronx,Sales
436,Black only,25937,0,0,0,0,25937,0,0,19,april,The Bronx,Sales
438,Asian only,3042,0,0,0,0,3042,0,0,19,april,The Bronx,Sales
462,White only,10227,0,0,5207,5020,0,0,0,19,april,The Bronx,Officee and Administrative
463,Black only,22423,0,3827,6250,0,12346,0,0,19,april,The Bronx,Officee and Administrative
489,White only,3913,0,0,0,0,3913,0,0,19,april,The Bronx,Farming/Fishing/Forestry
516,White only,18017,0,0,0,0,13796,4221,0,19,april,The Bronx,Construction
517,Black only,30658,0,0,0,0,25626,5032,0,19,april,The Bronx,Construction
544,Black only,5773,0,0,0,0,5773,0,0,19,april,The Bronx,Installation/Maitenance/Repair
570,White only,4483,0,0,0,0,4483,0,0,19,april,The Bronx,Production
571,Black only,4937,0,0,0,0,4937,0,0,19,april,The Bronx,Production
597,White only,16200,0,0,4460,0,11740,0,0,19,april,The Bronx,Transportation
598,Black only,39719,0,0,0,0,23118,16601,0,19,april,The Bronx,Transportation
600,Asian only,6084,0,0,0,0,0,6084,0,19,april,The Bronx,Transportation
652,White only,403068,403068,0,0,0,0,0,0,19,april,Brooklyn,No Category
653,Black only,307449,307449,0,0,0,0,0,0,19,april,Brooklyn,No Category
655,Asian only,134835,134835,0,0,0,0,0,0,19,april,Brooklyn,No Category
657,White-Black,11055,11055,0,0,0,0,0,0,19,april,Brooklyn,No Category
679,White only,98362,0,0,4604,4262,78950,10546,0,19,april,Brooklyn,Management
680,Black only,17765,0,0,0,4144,13621,0,0,19,april,Brooklyn,Management
682,Asian only,15348,0,0,0,0,10836,4512,0,19,april,Brooklyn,Management
706,White only,33381,0,0,0,0,33381,0,0,19,april,Brooklyn,Business/Finance
707,Black only,15457,0,0,5893,3670,5894,0,0,19,april,Brooklyn,Business/Finance
709,Asian only,22214,0,0,0,0,17788,4426,0,19,april,Brooklyn,Business/Finance
733,White only,16530,0,0,0,0,16530,0,0,19,april,Brooklyn,Computer/Math/Science
734,Black only,8341,0,0,0,4670,3671,0,0,19,april,Brooklyn,Computer/Math/Science
736,Asian only,6778,0,0,0,0,6778,0,0,19,april,Brooklyn,Computer/Math/Science
760,White only,12526,0,0,0,0,12526,0,0,19,april,Brooklyn,Architecture/Engineering
761,Black only,6880,0,0,0,0,6880,0,0,19,april,Brooklyn,Architecture/Engineering
763,Asian only,8289,0,0,0,0,8289,0,0,19,april,Brooklyn,Architecture/Engineering
787,White only,3568,0,0,0,0,3568,0,0,19,april,Brooklyn,Life/Physical/Social
814,White only,8505,0,0,0,0,8505,0,0,19,april,Brooklyn,Community
815,Black only,30693,0,0,0,3380,27313,0,0,19,april,Brooklyn,Community
817,Asian only,5073,0,0,0,0,5073,0,0,19,april,Brooklyn,Community
841,White only,21281,0,0,2744,3653,11315,3569,0,19,april,Brooklyn,Legal
842,Black only,8463,0,0,0,0,8463,0,0,19,april,Brooklyn,Legal
844,Asian only,5148,0,0,0,0,5148,0,0,19,april,Brooklyn,Legal
868,White only,62809,0,0,11219,7047,44543,0,0,19,april,Brooklyn,Education/Training/Library
869,Black only,11370,0,0,3670,3955,3745,0,0,19,april,Brooklyn,Education/Training/Library
871,Asian only,3815,0,0,0,3815,0,0,0,19,april,Brooklyn,Education/Training/Library
895,White only,53716,0,0,0,0,38642,15074,0,19,april,Brooklyn,Arts/Design/Entertainment/Sports/Media
896,Black only,15512,0,0,0,0,15512,0,0,19,april,Brooklyn,Arts/Design/Entertainment/Sports/Media
898,Asian only,15876,0,0,0,0,10518,5358,0,19,april,Brooklyn,Arts/Design/Entertainment/Sports/Media
922,White only,32015,0,5225,0,0,18079,8711,0,19,april,Brooklyn,Healthcare Practioner
923,Black only,24110,0,0,0,4356,19754,0,0,19,april,Brooklyn,Healthcare Practioner
925,Asian only,11333,0,0,0,0,11333,0,0,19,april,Brooklyn,Healthcare Practioner
949,White only,38414,0,4177,0,0,34237,0,0,19,april,Brooklyn,Healthcare Support
950,Black only,40478,0,0,0,0,40478,0,0,19,april,Brooklyn,Healthcare Support
952,Asian only,7625,0,0,0,0,7625,0,0,19,april,Brooklyn,Healthcare Support
954,White-Black,5292,0,0,0,5292,0,0,0,19,april,Brooklyn,Healthcare Support
976,White only,25426,0,0,0,17574,7852,0,0,19,april,Brooklyn,Protective Services
977,Black only,27936,0,0,3909,9281,14746,0,0,19,april,Brooklyn,Protective Services
1003,White only,8685,0,0,0,0,8685,0,0,19,april,Brooklyn,Food Preparation/Serving
